time	in/out	protocol	payload-size	total-size
1970-01-01 01:08:03.562500	in	udp:data	34	76
1970-01-01 01:08:03.571429	out	udp:data	22	64
1970-01-01 01:08:03.607143	out	udp:data	18	60
1970-01-01 01:08:03.625000	in	udp:data	-1	41
1970-01-01 01:08:03.642857	out	udp:data	15	57
1970-01-01 01:08:03.678571	out	udp:data	19	61
1970-01-01 01:08:03.687500	in	udp:data	87	129
1970-01-01 01:08:03.714286	out	udp:data	16	58
1970-01-01 01:08:03.750000	out	udp:data	16	58
1970-01-01 01:08:03.750000	in	udp:data	50	92
1970-01-01 01:08:03.785714	out	udp:data	25	67
1970-01-01 01:08:03.812500	in	udp:data	125	167
1970-01-01 01:08:03.821429	out	udp:data	15	57
1970-01-01 01:08:03.857143	out	udp:data	24	66
1970-01-01 01:08:03.875000	in	udp:data	62	104
1970-01-01 01:08:03.892857	out	udp:data	17	59
1970-01-01 01:08:03.928571	out	udp:data	19	61
1970-01-01 01:08:03.937500	in	udp:data	48	90
1970-01-01 01:08:03.964286	out	udp:data	18	60
1970-01-01 01:08:04.000000	out	udp:data	20	62
1970-01-01 01:08:04.000000	in	udp:data	86	128
1970-01-01 01:08:04.025000	out	udp:data	17	59
1970-01-01 01:08:04.047619	in	udp:data	85	127
1970-01-01 01:08:04.050000	out	udp:data	21	63
1970-01-01 01:08:04.075000	out	udp:data	21	63
1970-01-01 01:08:04.095238	in	udp:data	161	203
1970-01-01 01:08:04.100000	out	udp:data	16	58
1970-01-01 01:08:04.125000	out	udp:data	18	60
1970-01-01 01:08:04.142857	in	udp:data	74	116
1970-01-01 01:08:04.150000	out	udp:data	19	61
1970-01-01 01:08:04.175000	out	udp:data	15	57
1970-01-01 01:08:04.190476	in	udp:data	22	64
1970-01-01 01:08:04.200000	out	udp:data	20	62
1970-01-01 01:08:04.225000	out	udp:data	20	62
1970-01-01 01:08:04.238095	in	udp:data	106	148
1970-01-01 01:08:04.250000	out	udp:data	19	61
1970-01-01 01:08:04.275000	out	udp:data	18	60
1970-01-01 01:08:04.285714	in	udp:data	104	146
1970-01-01 01:08:04.300000	out	udp:data	22	64
1970-01-01 01:08:04.325000	out	udp:data	17	59
1970-01-01 01:08:04.333333	in	udp:data	93	135
1970-01-01 01:08:04.350000	out	udp:data	23	65
1970-01-01 01:08:04.375000	out	udp:data	19	61
1970-01-01 01:08:04.380952	in	udp:data	30	72
1970-01-01 01:08:04.400000	out	udp:data	22	64
1970-01-01 01:08:04.425000	out	udp:data	17	59
1970-01-01 01:08:04.428571	in	udp:data	108	150
1970-01-01 01:08:04.450000	out	udp:data	19	61
1970-01-01 01:08:04.475000	out	udp:data	16	58
1970-01-01 01:08:04.476190	in	udp:data	163	205
1970-01-01 01:08:04.500000	out	udp:data	21	63
1970-01-01 01:08:04.523810	in	udp:data	38	80
1970-01-01 01:08:04.525000	out	udp:data	20	62
1970-01-01 01:08:04.550000	out	udp:data	17	59
1970-01-01 01:08:04.571429	in	udp:data	40	82
1970-01-01 01:08:04.575000	out	udp:data	22	64
1970-01-01 01:08:04.600000	out	udp:data	19	61
1970-01-01 01:08:04.619048	in	udp:data	8	50
1970-01-01 01:08:04.625000	out	udp:data	21	63
1970-01-01 01:08:04.650000	out	udp:data	14	56
1970-01-01 01:08:04.666667	in	udp:data	57	99
1970-01-01 01:08:04.675000	out	udp:data	23	65
1970-01-01 01:08:04.700000	out	udp:data	14	56
1970-01-01 01:08:04.714286	in	udp:data	101	143
1970-01-01 01:08:04.725000	out	udp:data	19	61
1970-01-01 01:08:04.750000	out	udp:data	16	58
1970-01-01 01:08:04.761905	in	udp:data	50	92
1970-01-01 01:08:04.775000	out	udp:data	13	55
1970-01-01 01:08:04.800000	out	udp:data	14	56
1970-01-01 01:08:04.809524	in	udp:data	68	110
1970-01-01 01:08:04.825000	out	udp:data	19	61
1970-01-01 01:08:04.850000	out	udp:data	14	56
1970-01-01 01:08:04.857143	in	udp:data	114	156
1970-01-01 01:08:04.875000	out	udp:data	21	63
1970-01-01 01:08:04.900000	out	udp:data	24	66
1970-01-01 01:08:04.904762	in	udp:data	82	124
1970-01-01 01:08:04.925000	out	udp:data	19	61
1970-01-01 01:08:04.950000	out	udp:data	18	60
1970-01-01 01:08:04.952381	in	udp:data	48	90
1970-01-01 01:08:04.975000	out	udp:data	18	60
1970-01-01 01:08:05.000000	out	udp:data	17	59
1970-01-01 01:08:05.000000	in	udp:data	132	174
1970-01-01 01:08:05.027027	out	udp:data	18	60
1970-01-01 01:08:05.047619	in	udp:data	14	56
1970-01-01 01:08:05.054054	out	udp:data	16	58
1970-01-01 01:08:05.081081	out	udp:data	22	64
1970-01-01 01:08:05.095238	in	udp:data	61	103
1970-01-01 01:08:05.108108	out	udp:data	21	63
1970-01-01 01:08:05.135135	out	udp:data	18	60
1970-01-01 01:08:05.142857	in	udp:data	64	106
1970-01-01 01:08:05.162162	out	udp:data	19	61
1970-01-01 01:08:05.189189	out	udp:data	21	63
1970-01-01 01:08:05.190476	in	udp:data	115	157
1970-01-01 01:08:05.216216	out	udp:data	22	64
1970-01-01 01:08:05.238095	in	udp:data	63	105
1970-01-01 01:08:05.243243	out	udp:data	18	60
1970-01-01 01:08:05.270270	out	udp:data	21	63
1970-01-01 01:08:05.285714	in	udp:data	106	148
1970-01-01 01:08:05.297297	out	udp:data	20	62
1970-01-01 01:08:05.324324	out	udp:data	21	63
1970-01-01 01:08:05.333333	in	udp:data	81	123
1970-01-01 01:08:05.351351	out	udp:data	21	63
1970-01-01 01:08:05.378378	out	udp:data	16	58
1970-01-01 01:08:05.380952	in	udp:data	117	159
1970-01-01 01:08:05.405405	out	udp:data	20	62
1970-01-01 01:08:05.428571	in	udp:data	78	120
1970-01-01 01:08:05.432432	out	udp:data	16	58
1970-01-01 01:08:05.459459	out	udp:data	18	60
1970-01-01 01:08:05.476190	in	udp:data	94	136
1970-01-01 01:08:05.486486	out	udp:data	20	62
1970-01-01 01:08:05.513514	out	udp:data	18	60
1970-01-01 01:08:05.523810	in	udp:data	69	111
1970-01-01 01:08:05.540541	out	udp:data	20	62
1970-01-01 01:08:05.567568	out	udp:data	17	59
1970-01-01 01:08:05.571429	in	udp:data	155	197
1970-01-01 01:08:05.594595	out	udp:data	15	57
1970-01-01 01:08:05.619048	in	udp:data	63	105
1970-01-01 01:08:05.621622	out	udp:data	20	62
1970-01-01 01:08:05.648649	out	udp:data	16	58
1970-01-01 01:08:05.666667	in	udp:data	109	151
1970-01-01 01:08:05.675676	out	udp:data	19	61
1970-01-01 01:08:05.702703	out	udp:data	19	61
1970-01-01 01:08:05.714286	in	udp:data	72	114
1970-01-01 01:08:05.729730	out	udp:data	20	62
1970-01-01 01:08:05.756757	out	udp:data	16	58
1970-01-01 01:08:05.761905	in	udp:data	20	62
1970-01-01 01:08:05.783784	out	udp:data	17	59
1970-01-01 01:08:05.809524	in	udp:data	99	141
1970-01-01 01:08:05.810811	out	udp:data	19	61
1970-01-01 01:08:05.837838	out	udp:data	16	58
1970-01-01 01:08:05.857143	in	udp:data	138	180
1970-01-01 01:08:05.864865	out	udp:data	19	61
1970-01-01 01:08:05.891892	out	udp:data	22	64
1970-01-01 01:08:05.904762	in	udp:data	2	44
1970-01-01 01:08:05.918919	out	udp:data	14	56
1970-01-01 01:08:05.945946	out	udp:data	17	59
1970-01-01 01:08:05.952381	in	udp:data	67	109
1970-01-01 01:08:05.972973	out	udp:data	19	61
1970-01-01 01:08:06.000000	out	udp:data	20	62
1970-01-01 01:08:06.000000	in	udp:data	143	185
1970-01-01 01:08:06.027778	out	udp:data	16	58
1970-01-01 01:08:06.055556	out	udp:data	19	61
1970-01-01 01:08:06.055556	in	udp:data	57	99
1970-01-01 01:08:06.083333	out	udp:data	18	60
1970-01-01 01:08:06.111111	out	udp:data	16	58
1970-01-01 01:08:06.111111	in	udp:data	129	171
1970-01-01 01:08:06.138889	out	udp:data	19	61
1970-01-01 01:08:06.166667	out	udp:data	19	61
1970-01-01 01:08:06.166667	in	udp:data	109	151
1970-01-01 01:08:06.194444	out	udp:data	20	62
1970-01-01 01:08:06.222222	out	udp:data	22	64
1970-01-01 01:08:06.222222	in	udp:data	75	117
1970-01-01 01:08:06.250000	out	udp:data	19	61
1970-01-01 01:08:06.277778	out	udp:data	18	60
1970-01-01 01:08:06.277778	in	udp:data	41	83
1970-01-01 01:08:06.305556	out	udp:data	22	64
1970-01-01 01:08:06.333333	out	udp:data	17	59
1970-01-01 01:08:06.333333	in	udp:data	48	90
1970-01-01 01:08:06.361111	out	udp:data	20	62
1970-01-01 01:08:06.388889	out	udp:data	18	60
1970-01-01 01:08:06.388889	in	udp:data	62	104
1970-01-01 01:08:06.416667	out	udp:data	15	57
1970-01-01 01:08:06.444444	out	udp:data	20	62
1970-01-01 01:08:06.444444	in	udp:data	85	127
1970-01-01 01:08:06.472222	out	udp:data	16	58
1970-01-01 01:08:06.500000	out	udp:data	15	57
1970-01-01 01:08:06.500000	in	udp:data	72	114
1970-01-01 01:08:06.527778	out	udp:data	18	60
1970-01-01 01:08:06.555556	out	udp:data	22	64
1970-01-01 01:08:06.555556	in	udp:data	98	140
1970-01-01 01:08:06.583333	out	udp:data	22	64
1970-01-01 01:08:06.611111	out	udp:data	17	59
1970-01-01 01:08:06.611111	in	udp:data	60	102
1970-01-01 01:08:06.638889	out	udp:data	18	60
1970-01-01 01:08:06.666667	out	udp:data	20	62
1970-01-01 01:08:06.666667	in	udp:data	35	77
1970-01-01 01:08:06.694444	out	udp:data	18	60
1970-01-01 01:08:06.722222	out	udp:data	16	58
1970-01-01 01:08:06.722222	in	udp:data	51	93
1970-01-01 01:08:06.750000	out	udp:data	15	57
1970-01-01 01:08:06.777778	out	udp:data	18	60
1970-01-01 01:08:06.777778	in	udp:data	126	168
1970-01-01 01:08:06.805556	out	udp:data	18	60
1970-01-01 01:08:06.833333	out	udp:data	22	64
1970-01-01 01:08:06.833333	in	udp:data	100	142
1970-01-01 01:08:06.861111	out	udp:data	22	64
1970-01-01 01:08:06.888889	out	udp:data	20	62
1970-01-01 01:08:06.888889	in	udp:data	86	128
1970-01-01 01:08:06.916667	out	udp:data	18	60
1970-01-01 01:08:06.944444	out	udp:data	15	57
1970-01-01 01:08:06.944444	in	udp:data	10	52
1970-01-01 01:08:06.972222	out	udp:data	19	61
1970-01-01 01:08:07.000000	out	udp:data	21	63
1970-01-01 01:08:07.000000	in	udp:data	204	246
1970-01-01 01:08:07.029412	out	udp:data	21	63
1970-01-01 01:08:07.052632	in	udp:data	257	299
1970-01-01 01:08:07.058824	out	udp:data	22	64
1970-01-01 01:08:07.088235	out	udp:data	21	63
1970-01-01 01:08:07.105263	in	udp:data	208	250
1970-01-01 01:08:07.117647	out	udp:data	17	59
1970-01-01 01:08:07.147059	out	udp:data	14	56
1970-01-01 01:08:07.157895	in	udp:data	260	302
1970-01-01 01:08:07.176471	out	udp:data	19	61
1970-01-01 01:08:07.205882	out	udp:data	21	63
1970-01-01 01:08:07.210526	in	udp:data	270	312
1970-01-01 01:08:07.235294	out	udp:data	17	59
1970-01-01 01:08:07.263158	in	udp:data	181	223
1970-01-01 01:08:07.264706	out	udp:data	23	65
1970-01-01 01:08:07.294118	out	udp:data	23	65
1970-01-01 01:08:07.315789	in	udp:data	213	255
1970-01-01 01:08:07.323529	out	udp:data	20	62
1970-01-01 01:08:07.352941	out	udp:data	20	62
1970-01-01 01:08:07.368421	in	udp:data	323	365
1970-01-01 01:08:07.382353	out	udp:data	21	63
1970-01-01 01:08:07.411765	out	udp:data	19	61
1970-01-01 01:08:07.421053	in	udp:data	372	414
1970-01-01 01:08:07.441176	out	udp:data	17	59
1970-01-01 01:08:07.470588	out	udp:data	11	53
1970-01-01 01:08:07.473684	in	udp:data	264	306
1970-01-01 01:08:07.500000	out	udp:data	18	60
1970-01-01 01:08:07.526316	in	udp:data	238	280
1970-01-01 01:08:07.529412	out	udp:data	17	59
1970-01-01 01:08:07.558824	out	udp:data	22	64
1970-01-01 01:08:07.578947	in	udp:data	276	318
1970-01-01 01:08:07.588235	out	udp:data	21	63
1970-01-01 01:08:07.617647	out	udp:data	24	66
1970-01-01 01:08:07.631579	in	udp:data	232	274
1970-01-01 01:08:07.647059	out	udp:data	21	63
1970-01-01 01:08:07.676471	out	udp:data	23	65
1970-01-01 01:08:07.684211	in	udp:data	247	289
1970-01-01 01:08:07.705882	out	udp:data	16	58
1970-01-01 01:08:07.735294	out	udp:data	18	60
1970-01-01 01:08:07.736842	in	udp:data	295	337
1970-01-01 01:08:07.764706	out	udp:data	25	67
1970-01-01 01:08:07.789474	in	udp:data	308	350
1970-01-01 01:08:07.794118	out	udp:data	15	57
1970-01-01 01:08:07.823529	out	udp:data	18	60
1970-01-01 01:08:07.842105	in	udp:data	349	391
1970-01-01 01:08:07.852941	out	udp:data	22	64
1970-01-01 01:08:07.882353	out	udp:data	20	62
1970-01-01 01:08:07.894737	in	udp:data	297	339
1970-01-01 01:08:07.911765	out	udp:data	18	60
1970-01-01 01:08:07.941176	out	udp:data	19	61
1970-01-01 01:08:07.947368	in	udp:data	254	296
1970-01-01 01:08:07.970588	out	udp:data	16	58
1970-01-01 01:08:08.000000	out	udp:data	18	60
1970-01-01 01:08:08.000000	in	udp:data	254	296
1970-01-01 01:08:08.032258	out	udp:data	18	60
1970-01-01 01:08:08.058824	in	udp:data	355	397
1970-01-01 01:08:08.064516	out	udp:data	22	64
1970-01-01 01:08:08.096774	out	udp:data	21	63
1970-01-01 01:08:08.117647	in	udp:data	293	335
1970-01-01 01:08:08.129032	out	udp:data	17	59
1970-01-01 01:08:08.161290	out	udp:data	17	59
1970-01-01 01:08:08.176471	in	udp:data	322	364
1970-01-01 01:08:08.193548	out	udp:data	13	55
1970-01-01 01:08:08.225806	out	udp:data	20	62
1970-01-01 01:08:08.235294	in	udp:data	250	292
1970-01-01 01:08:08.258065	out	udp:data	20	62
1970-01-01 01:08:08.290323	out	udp:data	18	60
1970-01-01 01:08:08.294118	in	udp:data	240	282
1970-01-01 01:08:08.322581	out	udp:data	18	60
1970-01-01 01:08:08.352941	in	udp:data	315	357
1970-01-01 01:08:08.354839	out	udp:data	15	57
1970-01-01 01:08:08.387097	out	udp:data	21	63
1970-01-01 01:08:08.411765	in	udp:data	257	299
1970-01-01 01:08:08.419355	out	udp:data	21	63
1970-01-01 01:08:08.451613	out	udp:data	18	60
1970-01-01 01:08:08.470588	in	udp:data	244	286
1970-01-01 01:08:08.483871	out	udp:data	16	58
1970-01-01 01:08:08.516129	out	udp:data	14	56
1970-01-01 01:08:08.529412	in	udp:data	285	327
1970-01-01 01:08:08.548387	out	udp:data	16	58
1970-01-01 01:08:08.580645	out	udp:data	15	57
1970-01-01 01:08:08.588235	in	udp:data	164	206
1970-01-01 01:08:08.612903	out	udp:data	16	58
1970-01-01 01:08:08.645161	out	udp:data	20	62
1970-01-01 01:08:08.647059	in	udp:data	350	392
1970-01-01 01:08:08.677419	out	udp:data	16	58
1970-01-01 01:08:08.705882	in	udp:data	262	304
1970-01-01 01:08:08.709677	out	udp:data	19	61
1970-01-01 01:08:08.741935	out	udp:data	20	62
1970-01-01 01:08:08.764706	in	udp:data	265	307
1970-01-01 01:08:08.774194	out	udp:data	19	61
1970-01-01 01:08:08.806452	out	udp:data	17	59
1970-01-01 01:08:08.823529	in	udp:data	313	355
1970-01-01 01:08:08.838710	out	udp:data	19	61
1970-01-01 01:08:08.870968	out	udp:data	21	63
1970-01-01 01:08:08.882353	in	udp:data	338	380
1970-01-01 01:08:08.903226	out	udp:data	20	62
1970-01-01 01:08:08.935484	out	udp:data	20	62
1970-01-01 01:08:08.941176	in	udp:data	366	408
1970-01-01 01:08:08.967742	out	udp:data	21	63
1970-01-01 01:08:09.000000	out	udp:data	19	61
1970-01-01 01:08:09.000000	in	udp:data	227	269
1970-01-01 01:08:09.025641	out	udp:data	24	66
1970-01-01 01:08:09.050000	in	udp:data	243	285
1970-01-01 01:08:09.051282	out	udp:data	17	59
1970-01-01 01:08:09.076923	out	udp:data	21	63
1970-01-01 01:08:09.100000	in	udp:data	286	328
1970-01-01 01:08:09.102564	out	udp:data	17	59
1970-01-01 01:08:09.128205	out	udp:data	19	61
1970-01-01 01:08:09.150000	in	udp:data	423	465
1970-01-01 01:08:09.153846	out	udp:data	17	59
1970-01-01 01:08:09.179487	out	udp:data	16	58
1970-01-01 01:08:09.200000	in	udp:data	223	265
1970-01-01 01:08:09.205128	out	udp:data	18	60
1970-01-01 01:08:09.230769	out	udp:data	17	59
1970-01-01 01:08:09.250000	in	udp:data	249	291
1970-01-01 01:08:09.256410	out	udp:data	22	64
1970-01-01 01:08:09.282051	out	udp:data	17	59
1970-01-01 01:08:09.300000	in	udp:data	288	330
1970-01-01 01:08:09.307692	out	udp:data	22	64
1970-01-01 01:08:09.333333	out	udp:data	22	64
1970-01-01 01:08:09.350000	in	udp:data	298	340
1970-01-01 01:08:09.358974	out	udp:data	21	63
1970-01-01 01:08:09.384615	out	udp:data	19	61
1970-01-01 01:08:09.400000	in	udp:data	211	253
1970-01-01 01:08:09.410256	out	udp:data	20	62
1970-01-01 01:08:09.435897	out	udp:data	19	61
1970-01-01 01:08:09.450000	in	udp:data	269	311
1970-01-01 01:08:09.461538	out	udp:data	19	61
1970-01-01 01:08:09.487179	out	udp:data	23	65
1970-01-01 01:08:09.500000	in	udp:data	197	239
1970-01-01 01:08:09.512821	out	udp:data	17	59
1970-01-01 01:08:09.538462	out	udp:data	18	60
1970-01-01 01:08:09.550000	in	udp:data	261	303
1970-01-01 01:08:09.564103	out	udp:data	25	67
1970-01-01 01:08:09.589744	out	udp:data	21	63
1970-01-01 01:08:09.600000	in	udp:data	290	332
1970-01-01 01:08:09.615385	out	udp:data	19	61
1970-01-01 01:08:09.641026	out	udp:data	15	57
1970-01-01 01:08:09.650000	in	udp:data	268	310
1970-01-01 01:08:09.666667	out	udp:data	23	65
1970-01-01 01:08:09.692308	out	udp:data	19	61
1970-01-01 01:08:09.700000	in	udp:data	260	302
1970-01-01 01:08:09.717949	out	udp:data	17	59
1970-01-01 01:08:09.743590	out	udp:data	19	61
1970-01-01 01:08:09.750000	in	udp:data	346	388
1970-01-01 01:08:09.769231	out	udp:data	17	59
1970-01-01 01:08:09.794872	out	udp:data	20	62
1970-01-01 01:08:09.800000	in	udp:data	309	351
1970-01-01 01:08:09.820513	out	udp:data	20	62
1970-01-01 01:08:09.846154	out	udp:data	17	59
1970-01-01 01:08:09.850000	in	udp:data	285	327
1970-01-01 01:08:09.871795	out	udp:data	20	62
1970-01-01 01:08:09.897436	out	udp:data	19	61
1970-01-01 01:08:09.900000	in	udp:data	208	250
1970-01-01 01:08:09.923077	out	udp:data	18	60
1970-01-01 01:08:09.948718	out	udp:data	22	64
1970-01-01 01:08:09.950000	in	udp:data	276	318
1970-01-01 01:08:09.974359	out	udp:data	17	59
1970-01-01 01:08:10.000000	out	udp:data	16	58
1970-01-01 01:08:10.000000	in	udp:data	290	332
1970-01-01 01:08:10.027027	out	udp:data	20	62
1970-01-01 01:08:10.054054	out	udp:data	19	61
1970-01-01 01:08:10.055556	in	udp:data	207	249
1970-01-01 01:08:10.081081	out	udp:data	17	59
1970-01-01 01:08:10.108108	out	udp:data	17	59
1970-01-01 01:08:10.111111	in	udp:data	271	313
1970-01-01 01:08:10.135135	out	udp:data	20	62
1970-01-01 01:08:10.162162	out	udp:data	20	62
1970-01-01 01:08:10.166667	in	udp:data	283	325
1970-01-01 01:08:10.189189	out	udp:data	19	61
1970-01-01 01:08:10.216216	out	udp:data	19	61
1970-01-01 01:08:10.222222	in	udp:data	354	396
1970-01-01 01:08:10.243243	out	udp:data	21	63
1970-01-01 01:08:10.270270	out	udp:data	20	62
1970-01-01 01:08:10.277778	in	udp:data	264	306
1970-01-01 01:08:10.297297	out	udp:data	20	62
1970-01-01 01:08:10.324324	out	udp:data	24	66
1970-01-01 01:08:10.333333	in	udp:data	271	313
1970-01-01 01:08:10.351351	out	udp:data	15	57
1970-01-01 01:08:10.378378	out	udp:data	20	62
1970-01-01 01:08:10.388889	in	udp:data	318	360
1970-01-01 01:08:10.405405	out	udp:data	25	67
1970-01-01 01:08:10.432432	out	udp:data	20	62
1970-01-01 01:08:10.444444	in	udp:data	264	306
1970-01-01 01:08:10.459459	out	udp:data	23	65
1970-01-01 01:08:10.486486	out	udp:data	21	63
1970-01-01 01:08:10.500000	in	udp:data	279	321
1970-01-01 01:08:10.513514	out	udp:data	20	62
1970-01-01 01:08:10.540541	out	udp:data	22	64
1970-01-01 01:08:10.555556	in	udp:data	282	324
1970-01-01 01:08:10.567568	out	udp:data	17	59
1970-01-01 01:08:10.594595	out	udp:data	21	63
1970-01-01 01:08:10.611111	in	udp:data	254	296
1970-01-01 01:08:10.621622	out	udp:data	19	61
1970-01-01 01:08:10.648649	out	udp:data	17	59
1970-01-01 01:08:10.666667	in	udp:data	234	276
1970-01-01 01:08:10.675676	out	udp:data	19	61
1970-01-01 01:08:10.702703	out	udp:data	18	60
1970-01-01 01:08:10.722222	in	udp:data	294	336
1970-01-01 01:08:10.729730	out	udp:data	19	61
1970-01-01 01:08:10.756757	out	udp:data	17	59
1970-01-01 01:08:10.777778	in	udp:data	344	386
1970-01-01 01:08:10.783784	out	udp:data	17	59
1970-01-01 01:08:10.810811	out	udp:data	20	62
1970-01-01 01:08:10.833333	in	udp:data	238	280
1970-01-01 01:08:10.837838	out	udp:data	21	63
1970-01-01 01:08:10.864865	out	udp:data	19	61
1970-01-01 01:08:10.888889	in	udp:data	311	353
1970-01-01 01:08:10.891892	out	udp:data	13	55
1970-01-01 01:08:10.918919	out	udp:data	20	62
1970-01-01 01:08:10.944444	in	udp:data	336	378
1970-01-01 01:08:10.945946	out	udp:data	17	59
1970-01-01 01:08:10.972973	out	udp:data	20	62
1970-01-01 01:08:11.000000	out	udp:data	21	63
1970-01-01 01:08:11.000000	in	udp:data	297	339
1970-01-01 01:08:11.027027	out	udp:data	19	61
1970-01-01 01:08:11.054054	out	udp:data	23	65
1970-01-01 01:08:11.055556	in	udp:data	239	281
1970-01-01 01:08:11.081081	out	udp:data	25	67
1970-01-01 01:08:11.108108	out	udp:data	20	62
1970-01-01 01:08:11.111111	in	udp:data	294	336
1970-01-01 01:08:11.135135	out	udp:data	17	59
1970-01-01 01:08:11.162162	out	udp:data	17	59
1970-01-01 01:08:11.166667	in	udp:data	303	345
1970-01-01 01:08:11.189189	out	udp:data	17	59
1970-01-01 01:08:11.216216	out	udp:data	24	66
1970-01-01 01:08:11.222222	in	udp:data	290	332
1970-01-01 01:08:11.243243	out	udp:data	20	62
1970-01-01 01:08:11.270270	out	udp:data	20	62
1970-01-01 01:08:11.277778	in	udp:data	259	301
1970-01-01 01:08:11.297297	out	udp:data	23	65
1970-01-01 01:08:11.324324	out	udp:data	18	60
1970-01-01 01:08:11.333333	in	udp:data	313	355
1970-01-01 01:08:11.351351	out	udp:data	15	57
1970-01-01 01:08:11.378378	out	udp:data	20	62
1970-01-01 01:08:11.388889	in	udp:data	314	356
1970-01-01 01:08:11.405405	out	udp:data	14	56
1970-01-01 01:08:11.432432	out	udp:data	16	58
1970-01-01 01:08:11.444444	in	udp:data	221	263
1970-01-01 01:08:11.459459	out	udp:data	16	58
1970-01-01 01:08:11.486486	out	udp:data	14	56
1970-01-01 01:08:11.500000	in	udp:data	201	243
1970-01-01 01:08:11.513514	out	udp:data	17	59
1970-01-01 01:08:11.540541	out	udp:data	19	61
1970-01-01 01:08:11.555556	in	udp:data	288	330
1970-01-01 01:08:11.567568	out	udp:data	21	63
1970-01-01 01:08:11.594595	out	udp:data	18	60
1970-01-01 01:08:11.611111	in	udp:data	235	277
1970-01-01 01:08:11.621622	out	udp:data	16	58
1970-01-01 01:08:11.648649	out	udp:data	20	62
1970-01-01 01:08:11.666667	in	udp:data	238	280
1970-01-01 01:08:11.675676	out	udp:data	20	62
1970-01-01 01:08:11.702703	out	udp:data	20	62
1970-01-01 01:08:11.722222	in	udp:data	271	313
1970-01-01 01:08:11.729730	out	udp:data	15	57
1970-01-01 01:08:11.756757	out	udp:data	19	61
1970-01-01 01:08:11.777778	in	udp:data	318	360
1970-01-01 01:08:11.783784	out	udp:data	16	58
1970-01-01 01:08:11.810811	out	udp:data	22	64
1970-01-01 01:08:11.833333	in	udp:data	250	292
1970-01-01 01:08:11.837838	out	udp:data	15	57
1970-01-01 01:08:11.864865	out	udp:data	21	63
1970-01-01 01:08:11.888889	in	udp:data	247	289
1970-01-01 01:08:11.891892	out	udp:data	19	61
1970-01-01 01:08:11.918919	out	udp:data	17	59
1970-01-01 01:08:11.944444	in	udp:data	235	277
1970-01-01 01:08:11.945946	out	udp:data	19	61
1970-01-01 01:08:11.972973	out	udp:data	16	58
1970-01-01 01:08:12.000000	out	udp:data	14	56
1970-01-01 01:08:12.000000	in	udp:data	117	159
1970-01-01 01:08:12.023810	out	udp:data	20	62
1970-01-01 01:08:12.047619	out	udp:data	21	63
1970-01-01 01:08:12.050682	in	udp:data	154	196
1970-01-01 01:08:12.071429	out	udp:data	17	59
1970-01-01 01:08:12.095238	out	udp:data	21	63
1970-01-01 01:08:12.101363	in	udp:data	133	175
1970-01-01 01:08:12.119048	out	udp:data	16	58
1970-01-01 01:08:12.142857	out	udp:data	23	65
1970-01-01 01:08:12.152045	in	udp:data	74	116
1970-01-01 01:08:12.166667	out	udp:data	20	62
1970-01-01 01:08:12.190476	out	udp:data	14	56
1970-01-01 01:08:12.202727	in	udp:data	63	105
1970-01-01 01:08:12.214286	out	udp:data	22	64
1970-01-01 01:08:12.238095	out	udp:data	18	60
1970-01-01 01:08:12.253408	in	udp:data	128	170
1970-01-01 01:08:12.261905	out	udp:data	22	64
1970-01-01 01:08:12.285714	out	udp:data	16	58
1970-01-01 01:08:12.304090	in	udp:data	50	92
1970-01-01 01:08:12.309524	out	udp:data	16	58
1970-01-01 01:08:12.333333	out	udp:data	19	61
1970-01-01 01:08:12.354772	in	udp:data	85	127
1970-01-01 01:08:12.357143	out	udp:data	20	62
1970-01-01 01:08:12.380952	out	udp:data	17	59
1970-01-01 01:08:12.404762	out	udp:data	15	57
1970-01-01 01:08:12.405453	in	udp:data	80	122
1970-01-01 01:08:12.428571	out	udp:data	20	62
1970-01-01 01:08:12.452381	out	udp:data	15	57
1970-01-01 01:08:12.456135	in	udp:data	57	99
1970-01-01 01:08:12.476190	out	udp:data	17	59
1970-01-01 01:08:12.500000	out	udp:data	17	59
1970-01-01 01:08:12.506817	in	udp:data	78	120
1970-01-01 01:08:12.523810	out	udp:data	20	62
1970-01-01 01:08:12.547619	out	udp:data	18	60
1970-01-01 01:08:12.557498	in	udp:data	39	81
1970-01-01 01:08:12.571429	out	udp:data	20	62
1970-01-01 01:08:12.595238	out	udp:data	17	59
1970-01-01 01:08:12.608180	in	udp:data	111	153
1970-01-01 01:08:12.619048	out	udp:data	21	63
1970-01-01 01:08:12.642857	out	udp:data	16	58
1970-01-01 01:08:12.658862	in	udp:data	76	118
1970-01-01 01:08:12.666667	out	udp:data	13	55
1970-01-01 01:08:12.690476	out	udp:data	15	57
1970-01-01 01:08:12.709543	in	udp:data	75	117
1970-01-01 01:08:12.714286	out	udp:data	20	62
1970-01-01 01:08:12.738095	out	udp:data	17	59
1970-01-01 01:08:12.760225	in	udp:data	92	134
1970-01-01 01:08:12.761905	out	udp:data	19	61
1970-01-01 01:08:12.785714	out	udp:data	18	60
1970-01-01 01:08:12.809524	out	udp:data	15	57
1970-01-01 01:08:12.810907	in	udp:data	88	130
1970-01-01 01:08:12.833333	out	udp:data	21	63
1970-01-01 01:08:12.857143	out	udp:data	27	69
1970-01-01 01:08:12.861588	in	udp:data	39	81
